record_date,facility_id,region_type,blood_group,product_name,units_requested,current_inventory,forecast_demand,recommended_stock,inventory_gap,predicted_shortage_probability,shortage_risk_level,wastage_rate,expiry_risk,inventory_status,recommended_action
2023-05-01,BB_0108,urban,A_neg,whole_blood,239,190.0,229.0,256.8,66.8,0.22,Moderate,19.55,High,Adequate,Investigate High Wastage
2023-06-01,BB_0004,urban,B_pos,group_O_neg_emergency,250,209.0,250.5,275.8,66.8,0.25,High,19.0,High,Recovered,Investigate High Wastage
2024-09-01,BB_0103,peri_urban,A_pos,whole_blood,247,207.0,247.0,273.8,66.8,0.32,Critical,19.81,High,Adequate,Investigate High Wastage
2024-05-01,BB_0083,rural,B_pos,packed_RBC,251,194.4,251.0,261.1,66.7,0.29,Critical,19.8,High,Adequate,Investigate High Wastage
2024-09-01,BB_0088,peri_urban,O_pos,group_O_neg_emergency,261,197.12,245.25,263.8,66.7,0.32,Critical,15.93,Moderate,Adequate,Reorder Soon
2022-10-01,BB_0078,urban,B_neg,whole_blood,247,204.0,247.0,270.7,66.7,0.25,Moderate,12.75,Low,Recovered,Reorder Soon
2024-01-01,BB_0019,rural,AB_neg,cryoprecipitate,258,213.0,258.0,279.7,66.7,0.33,Critical,12.68,Low,Adequate,Reorder Soon
2023-08-01,BB_0071,urban,O_pos,cryoprecipitate,233,190.62,243.38,257.3,66.7,0.16,Low,18.25,Moderate,Adequate,Reorder Soon
2022-04-01,BB_0048,urban,A_pos,platelet_concentrate,246,205.0,246.0,271.7,66.7,0.32,Critical,23.9,High,Adequate,Prioritize Near-Expiry Usage
2024-08-01,BB_0123,urban,O_pos,platelet_concentrate,235,201.5,247.67,268.2,66.7,0.26,High,19.83,High,Adequate,Prioritize Near-Expiry Usage
2024-10-01,BB_0096,rural,B_pos,fresh_frozen_plasma,274,214.0,254.67,280.7,66.7,0.23,Moderate,19.58,Moderate,Low Stock,Reorder Soon
2024-06-01,BB_0132,urban,B_neg,whole_blood,260,217.0,260.0,283.7,66.7,0.23,Moderate,23.96,High,Low Stock,Investigate High Wastage
2022-11-01,BB_0058,peri_urban,B_neg,whole_blood,245,202.0,245.0,268.7,66.7,0.21,Low,15.35,Moderate,Low Stock,Reorder Soon
2023-01-01,BB_0006,urban,AB_pos,platelet_concentrate,249,206.0,249.0,272.6,66.6,0.22,Low,22.33,High,Adequate,Prioritize Near-Expiry Usage
2022-11-01,BB_0120,peri_urban,AB_pos,fresh_frozen_plasma,238,197.0,238.0,263.6,66.6,0.26,High,17.77,Moderate,Recovered,Reorder Soon
2024-09-01,BB_0082,urban,O_pos,group_O_neg_emergency,253,201.0,245.5,267.6,66.6,0.33,Critical,15.64,Moderate,Low Stock,Monitor Closely
2024-11-01,BB_0019,peri_urban,O_pos,group_O_neg_emergency,235,203.62,241.25,270.2,66.6,0.33,Critical,18.18,Moderate,Recovered,Reorder Soon
2024-05-01,BB_0022,urban,O_pos,platelet_concentrate,228,194.5,235.0,261.1,66.6,0.19,Low,13.91,Low,Adequate,Reorder Soon
2024-12-01,BB_0065,peri_urban,O_pos,fresh_frozen_plasma,257,205.2,245.2,271.8,66.6,0.32,Critical,16.94,Moderate,Recovered,Reorder Soon
2021-08-01,BB_0008,urban,B_pos,cryoprecipitate,246,197.0,238.5,263.5,66.5,0.28,High,14.47,Moderate,Recovered,Reorder Soon
2024-07-01,BB_0009,rural,AB_pos,cryoprecipitate,243,204.0,243.0,270.5,66.5,0.27,High,18.63,Moderate,Adequate,Reorder Soon
2024-04-01,BB_0018,peri_urban,O_neg,packed_RBC,254,215.0,254.0,281.5,66.5,0.2,Low,21.4,High,Adequate,Investigate High Wastage
2024-12-01,BB_0042,urban,AB_pos,whole_blood,281,205.67,249.67,272.2,66.5,0.24,Moderate,19.64,High,Low Stock,Investigate High Wastage
2024-08-01,BB_0100,urban,B_pos,packed_RBC,221,199.5,240.5,266.0,66.5,0.27,High,19.18,High,Adequate,Investigate High Wastage
2024-02-01,BB_0133,urban,O_neg,whole_blood,254,203.5,245.0,270.0,66.5,0.22,Low,20.11,High,Adequate,Investigate High Wastage
2024-10-01,BB_0133,urban,O_pos,platelet_concentrate,247,200.67,255.5,267.2,66.5,0.22,Low,14.92,Moderate,Adequate,Reorder Soon
2024-01-01,BB_0052,peri_urban,B_pos,packed_RBC,242,216.0,257.0,282.5,66.5,0.19,Low,19.46,High,Adequate,Investigate High Wastage
2021-04-01,BB_0070,urban,B_pos,packed_RBC,253,212.0,253.0,278.5,66.5,0.22,Moderate,11.32,Low,Adequate,Reorder Soon
2024-06-01,BB_0131,peri_urban,O_neg,packed_RBC,250,211.0,250.0,277.5,66.5,0.25,Moderate,10.9,Low,Adequate,Reorder Soon
2023-05-01,BB_0066,peri_urban,A_pos,cryoprecipitate,268,202.0,242.0,268.4,66.4,0.22,Moderate,18.01,Moderate,Low Stock,Reorder Soon
2021-09-01,BB_0122,urban,A_pos,cryoprecipitate,234,194.0,234.0,260.4,66.4,0.26,High,9.79,Low,Recovered,Reorder Soon
2022-06-01,BB_0015,peri_urban,AB_neg,platelet_concentrate,248,202.0,248.0,268.4,66.4,0.25,Moderate,17.82,Moderate,Adequate,Reorder Soon
2021-11-01,BB_0042,urban,A_pos,cryoprecipitate,244,204.0,244.0,270.4,66.4,0.24,Moderate,20.1,Moderate,Adequate,Reorder Soon
2024-06-01,BB_0043,rural,A_pos,cryoprecipitate,238,198.0,238.0,264.4,66.4,0.25,Moderate,20.71,Moderate,Low Stock,Reorder Soon
2024-11-01,BB_0143,rural,B_pos,platelet_concentrate,224,192.0,232.0,258.3,66.3,0.24,Moderate,17.49,Moderate,Low Stock,Reorder Soon
2022-11-01,BB_0149,urban,B_pos,platelet_concentrate,262,222.0,262.0,288.3,66.3,0.2,Low,13.06,Low,Low Stock,Reorder Soon
2023-07-01,BB_0073,rural,O_pos,cryoprecipitate,249,196.5,236.5,262.8,66.3,0.21,Low,12.97,Low,Adequate,Reorder Soon
2024-12-01,BB_0064,rural,O_pos,fresh_frozen_plasma,246,203.33,243.0,269.6,66.3,0.12,Low,19.52,Moderate,Adequate,Reorder Soon
2024-11-01,BB_0055,urban,A_pos,fresh_frozen_plasma,236,205.5,246.75,271.8,66.3,0.24,Moderate,18.47,Moderate,Adequate,Reorder Soon
2024-09-01,BB_0051,peri_urban,O_pos,cryoprecipitate,225,198.5,238.5,264.8,66.3,0.31,Critical,20.0,Moderate,Recovered,Reorder Soon
2023-12-01,BB_0072,urban,O_neg,fresh_frozen_plasma,257,215.0,257.0,281.3,66.3,0.28,High,14.88,Moderate,Recovered,Reorder Soon
2023-08-01,BB_0012,peri_urban,A_pos,platelet_concentrate,257,207.75,248.25,274.0,66.2,0.23,Moderate,12.38,Low,Low Stock,Reorder Soon
2021-09-01,BB_0135,rural,A_neg,platelet_concentrate,237,196.0,237.0,262.2,66.2,0.25,Moderate,15.31,Moderate,Adequate,Reorder Soon
2024-08-01,BB_0001,peri_urban,O_pos,group_O_neg_emergency,266,208.5,249.0,274.7,66.2,0.31,Critical,12.1,Low,Adequate,Reorder Soon
2024-07-01,BB_0101,rural,A_pos,cryoprecipitate,237,200.0,239.75,266.2,66.2,0.19,Low,13.42,Low,Adequate,Reorder Soon
2022-08-01,BB_0062,peri_urban,A_neg,group_O_neg_emergency,237,196.0,237.0,262.2,66.2,0.33,Critical,7.65,Low,Adequate,Reorder Soon
2022-04-01,BB_0023,rural,AB_pos,platelet_concentrate,279,209.0,251.5,275.1,66.1,0.18,Low,19.14,High,Adequate,Prioritize Near-Expiry Usage
2024-07-01,BB_0049,urban,O_pos,fresh_frozen_plasma,231,206.25,248.0,272.4,66.1,0.37,Critical,15.88,Moderate,Low Stock,Monitor Closely
2023-04-01,BB_0008,urban,A_pos,platelet_concentrate,245,203.33,243.67,269.4,66.1,0.28,High,20.21,High,Low Stock,Prioritize Near-Expiry Usage
2023-04-01,BB_0025,peri_urban,O_pos,whole_blood,225,195.5,236.25,261.6,66.1,0.3,Critical,11.65,Low,Adequate,Reorder Soon
2023-06-01,BB_0038,rural,O_pos,platelet_concentrate,258,204.0,244.0,270.1,66.1,0.23,Moderate,15.85,Moderate,Recovered,Reorder Soon
2021-12-01,BB_0080,peri_urban,B_neg,group_O_neg_emergency,225,186.0,225.0,252.1,66.1,0.27,High,14.52,Moderate,Adequate,Reorder Soon
2024-11-01,BB_0143,urban,A_pos,packed_RBC,250,201.33,241.0,267.4,66.1,0.24,Moderate,15.12,Moderate,Adequate,Reorder Soon
2024-03-01,BB_0068,peri_urban,O_neg,group_O_neg_emergency,259,219.0,259.0,285.0,66.0,0.27,High,15.53,Moderate,Adequate,Reorder Soon
2023-07-01,BB_0145,urban,B_pos,group_O_neg_emergency,243,212.0,252.75,278.0,66.0,0.22,Moderate,13.64,Low,Recovered,Reorder Soon
2024-09-01,BB_0071,rural,O_neg,group_O_neg_emergency,246,206.0,246.0,272.0,66.0,0.16,Low,14.08,Moderate,Adequate,Reorder Soon
2024-05-01,BB_0144,peri_urban,O_pos,whole_blood,227,201.33,247.5,267.3,66.0,0.25,Moderate,16.6,Moderate,Adequate,Reorder Soon
2024-11-01,BB_0055,urban,A_pos,packed_RBC,253,205.0,254.2,271.0,66.0,0.24,Moderate,11.71,Low,Adequate,Reorder Soon
2024-08-01,BB_0116,peri_urban,AB_pos,cryoprecipitate,262,197.5,236.0,263.5,66.0,0.29,High,15.93,Moderate,Adequate,Reorder Soon
2024-09-01,BB_0136,rural,O_pos,whole_blood,255,209.0,249.75,275.0,66.0,0.33,Critical,11.77,Low,Critical,Reorder Soon
2024-07-01,BB_0009,urban,A_pos,cryoprecipitate,248,208.5,253.67,274.5,66.0,0.27,High,16.58,Moderate,Critical,Reorder Soon
2023-07-01,BB_0107,urban,O_neg,platelet_concentrate,254,216.0,254.0,281.9,65.9,0.23,Moderate,20.83,High,Low Stock,Prioritize Near-Expiry Usage
2024-09-01,BB_0100,urban,B_neg,packed_RBC,234,197.0,234.0,262.9,65.9,0.27,High,24.87,High,Recovered,Investigate High Wastage
2024-07-01,BB_0004,peri_urban,O_neg,platelet_concentrate,234,196.0,234.0,261.9,65.9,0.25,High,21.43,High,Adequate,Prioritize Near-Expiry Usage
2021-05-01,BB_0116,urban,O_neg,platelet_concentrate,248,210.0,248.0,275.9,65.9,0.29,High,18.57,Moderate,Recovered,Reorder Soon
2024-12-01,BB_0035,peri_urban,O_pos,cryoprecipitate,251,209.17,254.17,275.1,65.9,0.24,Moderate,18.82,Moderate,Adequate,Reorder Soon
2023-09-01,BB_0130,rural,O_pos,packed_RBC,228,203.33,242.33,269.1,65.8,0.27,High,11.71,Low,Recovered,Reorder Soon
2023-11-01,BB_0109,urban,A_pos,whole_blood,269,230.0,269.0,295.8,65.8,0.19,Low,16.52,Moderate,Low Stock,Reorder Soon
2024-08-01,BB_0014,urban,A_pos,whole_blood,257,218.0,257.0,283.8,65.8,0.27,High,13.3,Low,Adequate,Reorder Soon
2024-04-01,BB_0078,urban,B_pos,whole_blood,256,216.0,256.0,281.8,65.8,0.25,Moderate,19.91,High,Adequate,Investigate High Wastage
2024-07-01,BB_0066,urban,A_pos,whole_blood,235,202.25,241.25,268.0,65.8,0.22,Moderate,16.34,Moderate,Adequate,Reorder Soon
2024-02-01,BB_0016,peri_urban,B_pos,whole_blood,280,218.25,258.25,284.0,65.8,0.23,Moderate,19.84,High,Adequate,Investigate High Wastage
2023-09-01,BB_0038,urban,O_pos,cryoprecipitate,241,202.0,241.5,267.8,65.8,0.23,Moderate,23.5,Moderate,Adequate,Reorder Soon
2023-09-01,BB_0022,rural,B_pos,platelet_concentrate,262,217.5,257.0,283.3,65.8,0.19,Low,15.93,Moderate,Recovered,Reorder Soon
2024-10-01,BB_0015,peri_urban,A_neg,whole_blood,249,211.0,249.0,276.8,65.8,0.25,Moderate,23.7,High,Low Stock,Investigate High Wastage
2022-01-01,BB_0019,urban,B_pos,whole_blood,244,204.0,244.0,269.8,65.8,0.33,Critical,22.55,High,Low Stock,Investigate High Wastage
2024-07-01,BB_0066,peri_urban,O_pos,packed_RBC,253,204.67,246.0,270.4,65.7,0.22,Moderate,17.56,Moderate,Critical,Reorder Soon
2023-10-01,BB_0053,peri_urban,B_neg,whole_blood,251,209.0,251.0,274.7,65.7,0.28,High,13.4,Low,Adequate,Reorder Soon
2024-12-01,BB_0103,rural,B_pos,cryoprecipitate,239,199.8,248.0,265.5,65.7,0.32,Critical,16.63,Moderate,Low Stock,Reorder Soon
2023-10-01,BB_0007,urban,A_pos,cryoprecipitate,238,194.0,233.33,259.7,65.7,0.36,Critical,20.73,Moderate,Adequate,Monitor Closely
2024-10-01,BB_0102,rural,B_pos,fresh_frozen_plasma,218,201.33,241.0,267.0,65.7,0.17,Low,13.82,Low,Low Stock,Reorder Soon
2022-01-01,BB_0031,peri_urban,AB_pos,packed_RBC,229,192.0,229.0,257.7,65.7,0.24,Moderate,22.92,High,Adequate,Investigate High Wastage
2024-10-01,BB_0070,urban,B_pos,cryoprecipitate,231,201.67,242.33,267.3,65.6,0.22,Moderate,15.41,Moderate,Recovered,Reorder Soon
2024-11-01,BB_0017,peri_urban,O_pos,fresh_frozen_plasma,233,201.08,243.83,266.7,65.6,0.26,High,14.01,Moderate,Adequate,Reorder Soon
2023-05-01,BB_0066,urban,AB_pos,fresh_frozen_plasma,236,196.0,236.0,261.6,65.6,0.22,Moderate,17.35,Moderate,Low Stock,Reorder Soon
2024-07-01,BB_0103,urban,A_pos,fresh_frozen_plasma,258,191.8,240.8,257.4,65.6,0.32,Critical,18.03,Moderate,Critical,Reorder Soon
2022-01-01,BB_0087,urban,AB_pos,platelet_concentrate,241,199.0,241.0,264.6,65.6,0.21,Low,25.13,High,Low Stock,Prioritize Near-Expiry Usage
2022-10-01,BB_0004,rural,AB_pos,fresh_frozen_plasma,229,189.0,229.0,254.6,65.6,0.25,High,20.11,Moderate,Adequate,Reorder Soon
2023-09-01,BB_0027,urban,AB_pos,fresh_frozen_plasma,255,211.5,251.5,277.1,65.6,0.35,Critical,20.18,Moderate,Low Stock,Monitor Closely
2024-11-01,BB_0117,rural,O_pos,fresh_frozen_plasma,256,201.8,239.0,267.4,65.6,0.23,Moderate,12.86,Low,Critical,Reorder Soon
2022-05-01,BB_0135,urban,AB_pos,platelet_concentrate,258,216.0,258.0,281.6,65.6,0.25,Moderate,14.81,Moderate,Adequate,Reorder Soon
2022-05-01,BB_0054,peri_urban,AB_pos,platelet_concentrate,241,199.0,241.0,264.6,65.6,0.28,High,24.62,High,Adequate,Prioritize Near-Expiry Usage
2023-10-01,BB_0041,peri_urban,B_pos,packed_RBC,245,205.0,245.0,270.5,65.5,0.2,Low,9.76,Low,Recovered,Reorder Soon
2022-12-01,BB_0040,urban,AB_pos,whole_blood,243,200.0,243.0,265.5,65.5,0.28,High,14.5,Moderate,Adequate,Reorder Soon
2024-09-01,BB_0133,rural,O_pos,fresh_frozen_plasma,233,195.43,234.0,260.9,65.5,0.22,Low,17.25,Moderate,Adequate,Reorder Soon
2024-11-01,BB_0037,peri_urban,AB_pos,whole_blood,248,205.0,248.0,270.5,65.5,0.21,Low,10.24,Low,Low Stock,Reorder Soon
2021-10-01,BB_0060,urban,O_neg,packed_RBC,238,200.0,238.0,265.5,65.5,0.25,Moderate,21.0,High,Recovered,Investigate High Wastage
2022-03-01,BB_0145,peri_urban,B_pos,packed_RBC,244,203.5,243.5,269.0,65.5,0.22,Moderate,20.12,High,Adequate,Investigate High Wastage
2024-07-01,BB_0039,peri_urban,AB_pos,whole_blood,259,208.0,251.0,273.5,65.5,0.32,Critical,14.44,Moderate,Adequate,Reorder Soon
2024-05-01,BB_0014,peri_urban,AB_pos,whole_blood,233,190.0,233.0,255.5,65.5,0.27,High,19.47,High,Adequate,Investigate High Wastage
2024-05-01,BB_0102,peri_urban,A_pos,fresh_frozen_plasma,246,202.0,242.5,267.5,65.5,0.17,Low,14.87,Moderate,Recovered,Reorder Soon
2024-05-01,BB_0079,peri_urban,AB_pos,cryoprecipitate,236,198.0,236.0,263.5,65.5,0.39,Critical,15.15,Moderate,Adequate,Monitor Closely
2021-03-01,BB_0122,urban,AB_pos,whole_blood,253,210.0,253.0,275.5,65.5,0.26,High,10.0,Low,Low Stock,Reorder Soon
2023-06-01,BB_0132,peri_urban,A_pos,platelet_concentrate,228,203.17,244.83,268.7,65.5,0.23,Moderate,15.31,Moderate,Adequate,Reorder Soon
2024-07-01,BB_0074,peri_urban,A_pos,cryoprecipitate,262,209.0,248.5,274.4,65.4,0.25,High,13.74,Low,Critical,Reorder Soon
2024-12-01,BB_0001,rural,O_pos,cryoprecipitate,254,206.22,251.44,271.6,65.4,0.31,Critical,15.97,Moderate,Low Stock,Reorder Soon
2022-09-01,BB_0096,peri_urban,AB_neg,group_O_neg_emergency,249,208.0,249.0,273.4,65.4,0.23,Moderate,5.77,Low,Adequate,Reorder Soon
2024-02-01,BB_0118,peri_urban,A_pos,cryoprecipitate,229,190.0,229.0,255.4,65.4,0.29,Critical,22.63,Moderate,Recovered,Reorder Soon
2024-06-01,BB_0044,urban,A_pos,packed_RBC,240,201.0,240.0,266.4,65.4,0.25,Moderate,13.5,Low,Adequate,Reorder Soon
2024-09-01,BB_0089,urban,O_pos,fresh_frozen_plasma,256,203.4,253.0,268.8,65.4,0.29,Critical,14.72,Moderate,Recovered,Reorder Soon
2021-10-01,BB_0072,urban,AB_pos,group_O_neg_emergency,259,220.0,259.0,285.4,65.4,0.28,High,24.55,High,Adequate,Investigate High Wastage
2023-12-01,BB_0007,rural,A_pos,packed_RBC,233,207.0,246.0,272.4,65.4,0.36,Critical,16.95,Moderate,Adequate,Monitor Closely
2022-12-01,BB_0141,urban,A_pos,packed_RBC,238,199.0,238.0,264.4,65.4,0.27,High,5.53,Low,Adequate,Reorder Soon
2024-12-01,BB_0027,urban,O_pos,packed_RBC,260,215.67,254.33,281.1,65.4,0.35,Critical,16.86,Moderate,Recovered,Monitor Closely
2022-06-01,BB_0099,urban,B_pos,platelet_concentrate,242,208.5,247.5,273.8,65.3,0.15,Low,15.89,Moderate,Critical,Reorder Soon
2024-01-01,BB_0110,rural,B_pos,whole_blood,230,200.0,239.5,265.3,65.3,0.29,Critical,17.99,Moderate,Adequate,Reorder Soon
2023-10-01,BB_0087,peri_urban,O_neg,cryoprecipitate,259,210.0,247.5,275.3,65.3,0.21,Low,13.6,Low,Adequate,Reorder Soon
2023-09-01,BB_0141,urban,B_pos,platelet_concentrate,250,211.0,250.0,276.3,65.3,0.27,High,15.17,Moderate,Adequate,Reorder Soon
2022-12-01,BB_0131,urban,B_pos,platelet_concentrate,242,203.0,242.0,268.3,65.3,0.25,Moderate,19.21,High,Adequate,Prioritize Near-Expiry Usage
2024-08-01,BB_0017,peri_urban,O_pos,cryoprecipitate,246,204.0,243.0,269.3,65.3,0.26,High,19.08,Moderate,Adequate,Reorder Soon
2022-05-01,BB_0149,urban,O_neg,fresh_frozen_plasma,241,200.0,241.0,265.3,65.3,0.2,Low,22.0,Moderate,Adequate,Reorder Soon
2024-07-01,BB_0024,urban,AB_pos,platelet_concentrate,244,211.0,252.67,276.3,65.3,0.24,Moderate,24.4,High,Adequate,Prioritize Near-Expiry Usage
2024-11-01,BB_0121,urban,O_pos,fresh_frozen_plasma,253,193.4,253.2,258.6,65.2,0.24,Moderate,17.49,Moderate,Adequate,Reorder Soon
2024-12-01,BB_0001,urban,O_pos,whole_blood,237,197.67,248.0,262.9,65.2,0.31,Critical,14.08,Moderate,Low Stock,Reorder Soon
2023-06-01,BB_0110,peri_urban,A_neg,group_O_neg_emergency,222,188.0,228.0,253.2,65.2,0.29,Critical,17.3,Moderate,Adequate,Reorder Soon
2024-06-01,BB_0034,urban,B_pos,whole_blood,218,199.33,238.67,264.5,65.2,0.26,High,11.57,Low,Recovered,Reorder Soon
2024-03-01,BB_0011,urban,O_pos,group_O_neg_emergency,257,202.5,242.0,267.7,65.2,0.2,Low,16.43,Moderate,Adequate,Reorder Soon
2024-11-01,BB_0014,urban,O_pos,packed_RBC,234,201.5,246.8,266.6,65.1,0.27,High,16.46,Moderate,Low Stock,Reorder Soon
2024-12-01,BB_0131,urban,O_pos,platelet_concentrate,240,196.33,234.67,261.4,65.1,0.25,Moderate,17.98,Moderate,Adequate,Reorder Soon
2022-12-01,BB_0147,peri_urban,O_pos,platelet_concentrate,258,219.0,258.0,284.1,65.1,0.24,Moderate,8.68,Low,Adequate,Reorder Soon
2022-05-01,BB_0035,rural,A_pos,fresh_frozen_plasma,246,197.5,237.5,262.5,65.0,0.24,Moderate,11.74,Low,Recovered,Reorder Soon
2024-03-01,BB_0044,peri_urban,O_neg,whole_blood,243,203.0,243.0,268.0,65.0,0.25,Moderate,13.79,Low,Recovered,Reorder Soon
2021-12-01,BB_0141,peri_urban,B_pos,cryoprecipitate,250,210.0,250.0,275.0,65.0,0.27,High,5.24,Low,Recovered,Reorder Soon
2024-07-01,BB_0055,urban,B_pos,fresh_frozen_plasma,240,198.2,245.8,263.2,65.0,0.24,Moderate,20.13,Moderate,Adequate,Reorder Soon
2023-02-01,BB_0119,peri_urban,A_pos,fresh_frozen_plasma,266,226.0,266.0,291.0,65.0,0.22,Low,14.16,Moderate,Adequate,Reorder Soon
2023-09-01,BB_0109,rural,O_neg,group_O_neg_emergency,236,197.0,236.0,262.0,65.0,0.19,Low,23.86,High,Adequate,Investigate High Wastage
2021-09-01,BB_0023,peri_urban,O_neg,platelet_concentrate,253,216.0,253.0,280.9,64.9,0.18,Low,23.15,High,Adequate,Prioritize Near-Expiry Usage
2021-09-01,BB_0116,rural,B_pos,whole_blood,268,229.0,268.0,293.8,64.8,0.29,High,16.16,Moderate,Low Stock,Reorder Soon
2022-09-01,BB_0104,rural,A_pos,whole_blood,243,205.0,243.0,269.8,64.8,0.22,Moderate,14.15,Moderate,Adequate,Reorder Soon
2023-05-01,BB_0122,urban,B_pos,packed_RBC,258,192.0,231.33,256.8,64.8,0.26,High,12.99,Low,Recovered,Reorder Soon
2023-03-01,BB_0033,urban,B_pos,group_O_neg_emergency,261,201.5,241.0,266.3,64.8,0.23,Moderate,17.4,Moderate,Adequate,Reorder Soon
2024-03-01,BB_0045,urban,O_pos,whole_blood,275,218.5,258.0,283.3,64.8,0.22,Low,21.06,High,Adequate,Investigate High Wastage
2024-10-01,BB_0086,urban,O_pos,group_O_neg_emergency,249,205.25,253.88,270.0,64.8,0.41,Critical,14.49,Moderate,Adequate,Monitor Closely
2023-10-01,BB_0124,peri_urban,O_pos,packed_RBC,252,201.0,239.0,265.8,64.8,0.22,Low,15.95,Moderate,Low Stock,Reorder Soon
2023-11-01,BB_0072,rural,A_neg,whole_blood,289,204.5,241.5,269.3,64.8,0.28,High,17.65,Moderate,Critical,Reorder Soon
2024-09-01,BB_0140,urban,O_pos,group_O_neg_emergency,245,202.0,248.14,266.8,64.8,0.2,Low,22.16,High,Recovered,Investigate High Wastage
2023-12-01,BB_0033,urban,B_pos,cryoprecipitate,239,198.33,238.0,263.0,64.7,0.23,Moderate,14.26,Moderate,Adequate,Reorder Soon
2022-03-01,BB_0117,urban,A_pos,platelet_concentrate,224,195.0,234.0,259.7,64.7,0.23,Moderate,13.3,Low,Low Stock,Reorder Soon
2024-04-01,BB_0086,urban,B_neg,whole_blood,261,213.0,254.0,277.7,64.7,0.41,Critical,13.42,Low,Recovered,Monitor Closely
2024-08-01,BB_0059,urban,A_pos,cryoprecipitate,257,198.2,251.0,262.9,64.7,0.37,Critical,17.31,Moderate,Adequate,Monitor Closely
2024-04-01,BB_0140,peri_urban,A_pos,cryoprecipitate,232,200.0,238.33,264.7,64.7,0.2,Low,16.38,Moderate,Low Stock,Reorder Soon
2024-06-01,BB_0112,rural,A_pos,whole_blood,250,210.6,252.8,275.3,64.7,0.28,High,17.48,Moderate,Adequate,Reorder Soon
2024-10-01,BB_0137,rural,A_pos,platelet_concentrate,232,200.67,239.67,265.4,64.7,0.28,High,13.95,Low,Adequate,Reorder Soon
2024-12-01,BB_0098,urban,A_pos,fresh_frozen_plasma,241,205.0,244.67,269.7,64.7,0.23,Moderate,14.59,Moderate,Adequate,Reorder Soon
2024-07-01,BB_0041,urban,O_pos,cryoprecipitate,264,201.0,247.67,265.7,64.7,0.2,Low,15.14,Moderate,Critical,Reorder Soon
2023-03-01,BB_0063,urban,AB_pos,packed_RBC,259,223.0,259.0,287.7,64.7,0.29,High,10.31,Low,Adequate,Reorder Soon
2022-04-01,BB_0094,urban,AB_pos,packed_RBC,234,198.0,234.0,262.7,64.7,0.3,Critical,23.23,High,Critical,Investigate High Wastage
2023-12-01,BB_0131,peri_urban,O_neg,fresh_frozen_plasma,247,201.0,241.33,265.6,64.6,0.25,Moderate,16.67,Moderate,Low Stock,Reorder Soon
2023-09-01,BB_0060,rural,AB_pos,platelet_concentrate,251,210.0,251.0,274.6,64.6,0.25,Moderate,3.81,Low,Adequate,Reorder Soon
2024-12-01,BB_0043,urban,O_pos,group_O_neg_emergency,262,198.0,239.22,262.6,64.6,0.25,Moderate,15.13,Moderate,Recovered,Reorder Soon
2024-11-01,BB_0051,rural,O_pos,platelet_concentrate,242,197.33,249.08,261.9,64.6,0.31,Critical,15.38,Moderate,Recovered,Reorder Soon
2022-10-01,BB_0050,urban,A_pos,group_O_neg_emergency,240,195.33,232.0,259.9,64.6,0.16,Low,14.77,Moderate,Adequate,Reorder Soon
2021-01-01,BB_0011,urban,AB_pos,platelet_concentrate,252,211.0,252.0,275.6,64.6,0.2,Low,15.17,Moderate,Adequate,Reorder Soon
2024-11-01,BB_0124,urban,O_pos,group_O_neg_emergency,204,196.75,235.75,261.4,64.6,0.22,Low,22.82,High,Recovered,Investigate High Wastage
2024-09-01,BB_0027,rural,O_pos,cryoprecipitate,254,205.0,251.0,269.6,64.6,0.35,Critical,17.27,Moderate,Adequate,Monitor Closely
2024-05-01,BB_0057,peri_urban,AB_pos,platelet_concentrate,256,215.0,256.0,279.6,64.6,0.21,Low,21.86,High,Low Stock,Prioritize Near-Expiry Usage
2022-03-01,BB_0033,rural,O_neg,packed_RBC,242,205.0,242.0,269.5,64.5,0.23,Moderate,16.1,Moderate,Adequate,Reorder Soon
2024-12-01,BB_0016,peri_urban,B_neg,cryoprecipitate,248,208.0,248.0,272.5,64.5,0.23,Moderate,13.46,Low,Low Stock,Reorder Soon
2024-12-01,BB_0010,rural,A_pos,platelet_concentrate,228,200.0,246.2,264.5,64.5,0.25,Moderate,19.08,High,Adequate,Prioritize Near-Expiry Usage
2024-04-01,BB_0100,urban,B_neg,cryoprecipitate,240,200.0,240.0,264.5,64.5,0.27,High,15.0,Moderate,Adequate,Reorder Soon
2022-12-01,BB_0018,urban,B_pos,cryoprecipitate,253,210.5,250.0,275.0,64.5,0.2,Low,13.64,Low,Adequate,Reorder Soon
2024-02-01,BB_0103,peri_urban,B_pos,fresh_frozen_plasma,234,205.0,243.5,269.5,64.5,0.32,Critical,22.22,Moderate,Adequate,Reorder Soon
2024-04-01,BB_0027,urban,A_pos,platelet_concentrate,255,206.33,245.0,270.7,64.4,0.35,Critical,21.49,High,Low Stock,Monitor Closely
2024-12-01,BB_0031,urban,AB_neg,group_O_neg_emergency,246,206.0,246.0,270.4,64.4,0.24,Moderate,24.27,High,Adequate,Investigate High Wastage
2023-10-01,BB_0052,urban,A_pos,cryoprecipitate,214,208.75,246.75,273.2,64.4,0.19,Low,14.45,Moderate,Low Stock,Reorder Soon
2023-04-01,BB_0120,rural,B_pos,cryoprecipitate,257,220.33,259.67,284.7,64.4,0.26,High,15.23,Moderate,Recovered,Reorder Soon
2023-03-01,BB_0085,urban,AB_pos,group_O_neg_emergency,250,212.0,250.0,276.4,64.4,0.3,Critical,20.28,High,Adequate,Investigate High Wastage
