id,facility_level,facility_id,region_type,collection_type,has_component_separation,has_nat_testing,has_blood_bank_fridge,has_platelet_agitator,blood_bank_staff_count,product_name,product_category,storage_temp_c,shelf_life_days,unit_cost_usd,blood_group,year,month,units_collected_month,units_requested_month,units_crossmatched,units_transfused,tti_screened_pct,tti_positive_pct,units_discarded_tti,units_expired,available_on_survey_day,shortage_in_last_month,shortage_days_last_month,shortage_cause,crossmatch_turnaround_hours,transfusion_reactions_month,maternal_deaths_no_blood,surgical_cancellations_no_blood,cold_chain_maintained,report_submitted,report_month,supply_demand_gap,total_wastage,wastage_rate,expiry_rate,tti_discard_rate,demand_fulfillment_rate,crossmatch_conversion_rate,collection_utilization_rate,inventory_demand_ratio,shortage_severity,wastage_risk,inventory_status
9248,national_blood_centre,BB_0084,urban,VNRD_centralised,1,1,1,1,7,packed_RBC,red_cells,35,42,55.00,O_pos,2022,8,203,220,197,159,1.0000,7.90,16,27,1,1,7,reagent_stockout_crossmatch,0.50,0,0,2,1,1,2022-08-01,-17,43,21.18,13.30,7.88,72.27,80.71,78.33,0.00455,High,High,Recovered
9249,national_blood_centre,BB_0014,peri_urban,VNRD_centralised,1,1,1,1,6,fresh_frozen_plasma,plasma,-25,365,45.00,A_pos,2024,1,176,242,176,143,1.0000,7.40,13,8,1,0,0,not_applicable,0.70,0,0,0,1,1,2024-01-01,-66,21,11.93,4.55,7.39,59.09,81.25,81.25,0.00413,No Shortage,Low,Adequate
9250,national_blood_centre,BB_0068,peri_urban,VNRD_centralised,1,1,1,1,6,platelet_concentrate,platelets,22,5,60.00,A_pos,2022,11,215,230,159,105,1.0000,5.40,11,28,0,0,0,not_applicable,1.10,0,0,0,0,1,2022-11-01,-15,39,18.14,13.02,5.12,45.65,66.04,48.84,0.00000,No Shortage,Moderate,Low Stock
9251,national_blood_centre,BB_0013,rural,VNRD_centralised,1,1,1,1,10,cryoprecipitate,plasma_derived,-25,365,50.00,O_pos,2024,10,208,248,206,169,0.7800,1.00,2,36,1,0,0,not_applicable,2.70,0,0,0,1,1,2024-10-01,-40,38,18.27,17.31,0.96,68.15,82.04,81.25,0.00403,No Shortage,Moderate,Adequate
9252,national_blood_centre,BB_0043,peri_urban,VNRD_centralised,1,1,1,1,16,group_O_neg_emergency,red_cells,35,42,65.00,O_pos,2021,6,190,248,190,133,0.9700,5.20,9,14,0,0,0,not_applicable,2.40,1,0,0,1,1,2021-06-01,-58,23,12.11,7.37,4.74,53.63,70.00,70.00,0.00000,No Shortage,Low,Low Stock
9253,national_blood_centre,BB_0146,urban,VNRD_centralised,1,1,1,1,8,whole_blood,red_cells,35,42,40.00,O_pos,2022,9,200,248,190,145,0.9600,8.10,16,40,1,0,0,not_applicable,1.00,1,0,0,1,1,2022-09-01,-48,56,28.00,20.00,8.00,58.47,76.32,72.50,0.00403,No Shortage,High,Adequate
9254,national_blood_centre,BB_0044,rural,VNRD_centralised,1,1,1,1,8,packed_RBC,red_cells,35,42,55.00,B_pos,2022,9,185,228,169,108,0.8900,6.00,11,23,1,0,0,not_applicable,0.50,1,0,0,0,1,2022-09-01,-43,34,18.38,12.43,5.95,47.37,63.91,58.38,0.00439,No Shortage,Moderate,Adequate
9255,national_blood_centre,BB_0085,peri_urban,VNRD_centralised,1,1,1,1,6,fresh_frozen_plasma,plasma,-25,365,45.00,B_pos,2023,3,188,261,188,148,0.8500,5.40,10,17,1,0,0,not_applicable,1.50,0,0,0,1,1,2023-03-01,-73,27,14.36,9.04,5.32,56.70,78.72,78.72,0.00383,No Shortage,Moderate,Adequate
9256,national_blood_centre,BB_0042,urban,VNRD_centralised,1,1,1,1,4,platelet_concentrate,platelets,22,5,60.00,A_pos,2024,4,196,222,176,138,1.0000,1.80,3,27,1,1,13,demand_surge_trauma,0.50,1,0,0,1,1,2024-04-01,-26,30,15.31,13.78,1.53,62.16,78.41,70.41,0.00450,Critical,Moderate,Recovered
9257,national_blood_centre,BB_0051,rural,VNRD_centralised,1,1,1,1,4,cryoprecipitate,plasma_derived,-25,365,50.00,O_pos,2023,2,203,245,191,166,0.9500,5.80,11,15,1,1,3,expired_units,1.70,0,1,1,1,1,2023-02-01,-42,26,12.81,7.39,5.42,67.76,86.91,81.77,0.00408,Moderate,Low,Recovered
9258,national_blood_centre,BB_0101,urban,VNRD_centralised,1,1,1,1,11,group_O_neg_emergency,red_cells,35,42,65.00,B_pos,2021,11,215,257,201,138,0.9600,6.60,14,19,0,0,0,not_applicable,1.80,0,0,0,1,1,2021-11-01,-42,33,15.35,8.84,6.51,53.70,68.66,64.19,0.00000,No Shortage,Moderate,Low Stock
9259,national_blood_centre,BB_0103,urban,VNRD_centralised,1,1,1,1,6,whole_blood,red_cells,35,42,40.00,O_neg,2023,6,226,261,181,147,0.8300,0.50,1,9,1,0,0,not_applicable,0.70,1,0,0,1,1,2023-06-01,-35,10,4.42,3.98,0.44,56.32,81.22,65.04,0.00383,No Shortage,Low,Adequate
9260,national_blood_centre,BB_0027,urban,VNRD_centralised,1,1,1,1,4,packed_RBC,red_cells,35,42,55.00,O_pos,2021,9,214,247,205,157,0.8800,4.30,9,44,0,1,3,demand_surge_obstetric,0.90,1,0,6,1,1,2021-09-01,-33,53,24.77,20.56,4.21,63.56,76.59,73.36,0.00000,Moderate,High,Critical
9261,national_blood_centre,BB_0056,rural,VNRD_centralised,1,1,1,1,9,fresh_frozen_plasma,plasma,-25,365,45.00,A_pos,2021,10,171,243,171,116,0.9200,0.60,1,11,0,0,0,not_applicable,1.10,0,0,0,1,1,2021-10-01,-72,12,7.02,6.43,0.58,47.74,67.84,67.84,0.00000,No Shortage,Low,Low Stock
9262,national_blood_centre,BB_0055,peri_urban,VNRD_centralised,1,1,1,1,7,platelet_concentrate,platelets,22,5,60.00,B_neg,2023,3,198,263,198,161,1.0000,3.70,7,15,1,1,2,expired_units,0.50,1,0,2,1,1,2023-03-01,-65,22,11.11,7.58,3.54,61.22,81.31,81.31,0.00380,Low,Low,Recovered
9263,national_blood_centre,BB_0146,urban,VNRD_centralised,1,1,1,1,9,cryoprecipitate,plasma_derived,-25,365,50.00,O_pos,2024,3,209,258,209,150,1.0000,0.50,1,1,0,0,0,not_applicable,3.90,0,0,0,1,1,2024-03-01,-49,2,0.96,0.48,0.48,58.14,71.77,71.77,0.00000,No Shortage,Low,Low Stock
9264,national_blood_centre,BB_0046,urban,VNRD_centralised,1,1,1,1,11,group_O_neg_emergency,red_cells,35,42,65.00,AB_pos,2023,11,195,269,195,172,0.9300,4.30,8,15,1,0,0,not_applicable,0.50,0,0,0,1,0,2023-11-01,-74,23,11.79,7.69,4.10,63.94,88.21,88.21,0.00372,No Shortage,Low,Adequate
9266,national_blood_centre,BB_0017,peri_urban,VNRD_centralised,1,1,1,1,14,packed_RBC,red_cells,35,42,55.00,A_pos,2023,12,197,229,197,153,0.9600,6.60,13,18,1,0,0,not_applicable,0.90,1,0,0,1,0,2023-12-01,-32,31,15.74,9.14,6.60,66.81,77.66,77.66,0.00437,No Shortage,Moderate,Adequate
9267,national_blood_centre,BB_0001,urban,VNRD_centralised,1,1,1,1,7,fresh_frozen_plasma,plasma,-25,365,45.00,O_neg,2024,8,235,251,189,128,0.7200,1.30,3,8,1,1,1,collection_campaign_failed,0.50,0,0,0,1,1,2024-08-01,-16,11,4.68,3.40,1.28,51.00,67.72,54.47,0.00398,Low,Low,Recovered
9268,national_blood_centre,BB_0050,urban,VNRD_centralised,1,1,1,1,5,platelet_concentrate,platelets,22,5,60.00,O_pos,2022,8,200,248,200,162,0.9100,2.70,5,27,1,0,0,not_applicable,1.50,2,0,0,1,1,2022-08-01,-48,32,16.00,13.50,2.50,65.32,81.00,81.00,0.00403,No Shortage,Moderate,Adequate
9269,national_blood_centre,BB_0083,rural,VNRD_centralised,1,1,1,1,7,cryoprecipitate,plasma_derived,-25,365,50.00,B_pos,2022,7,182,251,182,126,1.0000,1.30,2,16,0,1,3,demand_surge_obstetric,2.80,1,0,0,1,1,2022-07-01,-69,18,9.89,8.79,1.10,50.20,69.23,69.23,0.00000,Moderate,Low,Critical
9270,national_blood_centre,BB_0146,urban,VNRD_centralised,1,1,1,1,10,group_O_neg_emergency,red_cells,35,42,65.00,O_pos,2022,11,180,237,166,121,0.9400,6.30,11,32,0,0,0,not_applicable,1.90,1,0,0,0,0,2022-11-01,-57,43,23.89,17.78,6.11,51.05,72.89,67.22,0.00000,No Shortage,High,Low Stock
9271,national_blood_centre,BB_0100,rural,VNRD_centralised,1,1,1,1,8,whole_blood,red_cells,35,42,40.00,O_pos,2021,2,200,233,177,157,0.9700,4.00,8,32,0,0,0,not_applicable,0.50,1,0,0,1,1,2021-02-01,-33,40,20.00,16.00,4.00,67.38,88.70,78.50,0.00000,No Shortage,High,Low Stock
9272,national_blood_centre,BB_0115,peri_urban,VNRD_centralised,1,1,1,1,8,packed_RBC,red_cells,35,42,55.00,O_pos,2022,10,187,286,187,164,0.9800,8.80,16,27,1,0,0,not_applicable,0.50,0,0,0,1,1,2022-10-01,-99,43,22.99,14.44,8.56,57.34,87.70,87.70,0.00350,No Shortage,High,Adequate
9273,national_blood_centre,BB_0111,urban,VNRD_centralised,1,1,1,1,6,fresh_frozen_plasma,plasma,-25,365,45.00,B_pos,2022,9,197,266,194,173,0.9900,8.00,15,15,1,0,0,not_applicable,0.60,0,0,0,1,1,2022-09-01,-69,30,15.23,7.61,7.61,65.04,89.18,87.82,0.00376,No Shortage,Moderate,Adequate
9274,national_blood_centre,BB_0073,rural,VNRD_centralised,1,1,1,1,11,platelet_concentrate,platelets,22,5,60.00,O_pos,2022,8,197,252,196,159,1.0000,10.50,20,19,1,0,0,not_applicable,0.50,1,0,0,1,1,2022-08-01,-55,39,19.80,9.64,10.15,63.10,81.12,80.71,0.00397,No Shortage,High,Adequate
9275,national_blood_centre,BB_0142,urban,VNRD_centralised,1,1,1,1,9,cryoprecipitate,plasma_derived,-25,365,50.00,A_pos,2022,5,176,259,176,127,0.7800,0.50,0,36,1,0,0,not_applicable,3.10,0,0,0,1,1,2022-05-01,-83,36,20.45,20.45,0.00,49.03,72.16,72.16,0.00386,No Shortage,High,Adequate
9276,national_blood_centre,BB_0104,urban,VNRD_centralised,1,1,1,1,5,group_O_neg_emergency,red_cells,35,42,65.00,B_pos,2022,1,213,255,213,123,1.0000,1.00,2,32,1,0,0,not_applicable,0.80,0,0,0,1,1,2022-01-01,-42,34,15.96,15.02,0.94,48.24,57.75,57.75,0.00392,No Shortage,Moderate,Adequate
9277,national_blood_centre,BB_0072,urban,VNRD_centralised,1,1,1,1,7,whole_blood,red_cells,35,42,40.00,AB_neg,2022,12,189,243,189,149,1.0000,7.00,13,30,1,0,0,not_applicable,1.00,0,0,0,1,1,2022-12-01,-54,43,22.75,15.87,6.88,61.32,78.84,78.84,0.00412,No Shortage,High,Adequate
9278,national_blood_centre,BB_0117,urban,VNRD_centralised,1,1,1,1,10,packed_RBC,red_cells,35,42,55.00,O_pos,2022,6,215,227,182,125,0.8700,5.10,10,23,0,0,0,not_applicable,0.50,1,0,0,1,1,2022-06-01,-12,33,15.35,10.70,4.65,55.07,68.68,58.14,0.00000,No Shortage,Moderate,Low Stock
9279,national_blood_centre,BB_0138,urban,VNRD_centralised,1,1,1,1,8,fresh_frozen_plasma,plasma,-25,365,45.00,B_pos,2022,9,190,264,190,162,0.8900,4.70,8,30,0,0,0,not_applicable,1.70,1,0,0,1,1,2022-09-01,-74,38,20.00,15.79,4.21,61.36,85.26,85.26,0.00000,No Shortage,High,Low Stock
9280,national_blood_centre,BB_0119,urban,VNRD_centralised,1,1,1,1,3,platelet_concentrate,platelets,22,5,60.00,A_pos,2024,4,198,293,198,134,0.8600,5.50,10,17,1,0,0,not_applicable,0.60,0,0,0,1,0,2024-04-01,-95,27,13.64,8.59,5.05,45.73,67.68,67.68,0.00341,No Shortage,Low,Adequate
9281,national_blood_centre,BB_0009,rural,VNRD_centralised,1,1,1,1,6,cryoprecipitate,plasma_derived,-25,365,50.00,B_pos,2021,5,206,231,170,125,0.7700,6.90,14,17,1,0,0,not_applicable,0.50,1,0,0,1,1,2021-05-01,-25,31,15.05,8.25,6.80,54.11,73.53,60.68,0.00433,No Shortage,Moderate,Adequate
9282,national_blood_centre,BB_0131,peri_urban,VNRD_centralised,1,1,1,1,12,group_O_neg_emergency,red_cells,35,42,65.00,A_pos,2024,2,187,262,187,167,0.8400,0.50,0,18,1,0,0,not_applicable,0.50,0,0,0,0,1,2024-02-01,-75,18,9.63,9.63,0.00,63.74,89.30,89.30,0.00382,No Shortage,Low,Adequate
9283,national_blood_centre,BB_0052,urban,VNRD_centralised,1,1,1,1,10,whole_blood,red_cells,35,42,40.00,O_pos,2021,8,195,255,195,145,1.0000,5.50,10,24,0,0,0,not_applicable,0.50,1,0,0,1,0,2021-08-01,-60,34,17.44,12.31,5.13,56.86,74.36,74.36,0.00000,No Shortage,Moderate,Low Stock
9284,national_blood_centre,BB_0136,urban,VNRD_centralised,1,1,1,1,6,packed_RBC,red_cells,35,42,55.00,O_pos,2023,12,211,247,202,146,0.9500,4.40,9,28,0,0,0,not_applicable,0.50,0,0,0,1,0,2023-12-01,-36,37,17.54,13.27,4.27,59.11,72.28,69.19,0.00000,No Shortage,Moderate,Low Stock
9285,national_blood_centre,BB_0088,urban,VNRD_centralised,1,1,1,1,10,fresh_frozen_plasma,plasma,-25,365,45.00,O_pos,2022,2,200,270,200,129,1.0000,2.00,4,30,1,1,8,insufficient_donors,0.50,1,1,6,1,1,2022-02-01,-70,34,17.00,15.00,2.00,47.78,64.50,64.50,0.00370,High,Moderate,Recovered
9286,national_blood_centre,BB_0009,peri_urban,VNRD_centralised,1,1,1,1,6,platelet_concentrate,platelets,22,5,60.00,A_pos,2022,7,186,249,186,129,0.8900,5.90,10,39,0,0,0,not_applicable,3.20,0,0,0,0,1,2022-07-01,-63,49,26.34,20.97,5.38,51.81,69.35,69.35,0.00000,No Shortage,High,Low Stock
9287,national_blood_centre,BB_0102,urban,VNRD_centralised,1,1,1,1,8,cryoprecipitate,plasma_derived,-25,365,50.00,B_pos,2022,1,218,265,203,147,1.0000,3.70,8,26,1,0,0,not_applicable,1.00,0,0,0,1,1,2022-01-01,-47,34,15.60,11.93,3.67,55.47,72.41,67.43,0.00377,No Shortage,Moderate,Adequate
9288,national_blood_centre,BB_0008,peri_urban,VNRD_centralised,1,1,1,1,12,group_O_neg_emergency,red_cells,35,42,65.00,O_pos,2023,11,186,268,186,142,1.0000,4.80,8,7,1,1,2,demand_surge_trauma,1.10,0,1,1,1,1,2023-11-01,-82,15,8.06,3.76,4.30,52.99,76.34,76.34,0.00373,Low,Low,Recovered
9289,national_blood_centre,BB_0134,urban,VNRD_centralised,1,1,1,1,7,whole_blood,red_cells,35,42,40.00,O_pos,2023,7,191,219,176,151,0.7700,7.40,14,31,1,0,0,not_applicable,0.50,0,0,0,1,1,2023-07-01,-28,45,23.56,16.23,7.33,68.95,85.80,79.06,0.00457,No Shortage,High,Adequate
9290,national_blood_centre,BB_0110,rural,VNRD_centralised,1,1,1,1,8,packed_RBC,red_cells,35,42,55.00,O_pos,2022,1,202,245,190,149,0.9800,7.00,14,27,1,0,0,not_applicable,0.50,1,0,0,1,1,2022-01-01,-43,41,20.30,13.37,6.93,60.82,78.42,73.76,0.00408,No Shortage,High,Adequate
9291,national_blood_centre,BB_0142,peri_urban,VNRD_centralised,1,1,1,1,8,fresh_frozen_plasma,plasma,-25,365,45.00,O_pos,2024,1,203,249,203,155,1.0000,7.00,14,30,0,0,0,not_applicable,0.50,0,0,0,1,1,2024-01-01,-46,44,21.67,14.78,6.90,62.25,76.35,76.35,0.00000,No Shortage,High,Low Stock
9292,national_blood_centre,BB_0091,rural,VNRD_centralised,1,1,1,1,8,platelet_concentrate,platelets,22,5,60.00,O_pos,2023,5,192,231,170,143,0.9100,3.30,6,12,1,0,0,not_applicable,0.50,2,0,0,1,1,2023-05-01,-39,18,9.38,6.25,3.13,61.90,84.12,74.48,0.00433,No Shortage,Low,Adequate
9293,national_blood_centre,BB_0100,peri_urban,VNRD_centralised,1,1,1,1,4,cryoprecipitate,plasma_derived,-25,365,50.00,A_pos,2023,1,226,262,198,168,0.8900,13.80,31,15,1,0,0,not_applicable,1.20,0,0,0,1,1,2023-01-01,-36,46,20.35,6.64,13.72,64.12,84.85,74.34,0.00382,No Shortage,High,Adequate
9294,national_blood_centre,BB_0116,urban,VNRD_centralised,1,1,1,1,7,group_O_neg_emergency,red_cells,35,42,65.00,O_pos,2021,8,205,249,186,93,1.0000,5.70,11,24,1,0,0,not_applicable,0.60,0,0,0,1,1,2021-08-01,-44,35,17.07,11.71,5.37,37.35,50.00,45.37,0.00402,No Shortage,Moderate,Adequate
9295,national_blood_centre,BB_0126,urban,VNRD_centralised,1,1,1,1,4,whole_blood,red_cells,35,42,40.00,O_pos,2021,5,202,268,196,140,1.0000,2.90,5,7,1,0,0,not_applicable,0.80,2,0,0,1,1,2021-05-01,-66,12,5.94,3.47,2.48,52.24,71.43,69.31,0.00373,No Shortage,Low,Adequate
9296,national_blood_centre,BB_0033,urban,VNRD_centralised,1,1,1,1,6,packed_RBC,red_cells,35,42,55.00,O_pos,2023,8,214,249,209,151,1.0000,6.00,12,23,1,0,0,not_applicable,0.50,0,0,0,1,1,2023-08-01,-35,35,16.36,10.75,5.61,60.64,72.25,70.56,0.00402,No Shortage,Moderate,Adequate
9297,national_blood_centre,BB_0132,urban,VNRD_centralised,1,1,1,1,8,fresh_frozen_plasma,plasma,-25,365,45.00,O_pos,2021,11,185,262,168,123,0.9600,4.50,8,20,1,1,7,cold_chain_break,0.90,1,0,6,1,1,2021-11-01,-77,28,15.14,10.81,4.32,46.95,73.21,66.49,0.00382,High,Moderate,Recovered
9298,national_blood_centre,BB_0096,peri_urban,VNRD_centralised,1,1,1,1,4,platelet_concentrate,platelets,22,5,60.00,O_pos,2024,1,195,240,195,152,1.0000,10.20,19,12,1,1,7,demand_surge_trauma,1.80,1,0,3,1,1,2024-01-01,-45,31,15.90,6.15,9.74,63.33,77.95,77.95,0.00417,High,Moderate,Recovered
9299,national_blood_centre,BB_0090,urban,VNRD_centralised,1,1,1,1,6,cryoprecipitate,plasma_derived,-25,365,50.00,O_pos,2022,4,202,248,202,179,1.0000,0.50,1,20,1,1,9,cold_chain_break,0.70,0,1,8,1,1,2022-04-01,-46,21,10.40,9.90,0.50,72.18,88.61,88.61,0.00403,High,Low,Recovered
9300,national_blood_centre,BB_0102,urban,VNRD_centralised,1,1,1,1,12,group_O_neg_emergency,red_cells,35,42,65.00,O_pos,2022,4,190,271,190,168,1.0000,5.60,10,39,1,0,0,not_applicable,0.70,1,0,0,1,1,2022-04-01,-81,49,25.79,20.53,5.26,61.99,88.42,88.42,0.00369,No Shortage,High,Adequate
9301,national_blood_centre,BB_0023,rural,VNRD_centralised,1,1,1,1,4,whole_blood,red_cells,35,42,40.00,O_pos,2024,7,168,254,168,110,0.9500,1.90,3,32,1,1,2,demand_surge_trauma,0.50,0,0,5,1,1,2024-07-01,-86,35,20.83,19.05,1.79,43.31,65.48,65.48,0.00394,Low,High,Recovered
9302,national_blood_centre,BB_0029,urban,VNRD_centralised,1,1,1,1,12,packed_RBC,red_cells,35,42,55.00,B_pos,2023,11,155,250,155,122,0.9100,10.00,15,18,1,1,1,transport_delay,0.80,0,0,1,1,1,2023-11-01,-95,33,21.29,11.61,9.68,48.80,78.71,78.71,0.00400,Low,High,Recovered
9303,national_blood_centre,BB_0054,rural,VNRD_centralised,1,1,1,1,10,fresh_frozen_plasma,plasma,-25,365,45.00,O_pos,2023,2,166,233,166,136,0.9300,3.80,6,3,1,1,6,seasonal_low_donation,0.50,0,0,9,1,1,2023-02-01,-67,9,5.42,1.81,3.61,58.37,81.93,81.93,0.00429,High,Low,Recovered
9304,national_blood_centre,BB_0135,urban,VNRD_centralised,1,1,1,1,6,platelet_concentrate,platelets,22,5,60.00,AB_pos,2022,5,216,258,216,164,0.9800,0.50,1,31,1,0,0,not_applicable,2.70,0,0,0,1,1,2022-05-01,-42,32,14.81,14.35,0.46,63.57,75.93,75.93,0.00388,No Shortage,Moderate,Adequate
9305,national_blood_centre,BB_0058,peri_urban,VNRD_centralised,1,1,1,1,11,cryoprecipitate,plasma_derived,-25,365,50.00,O_pos,2022,4,201,230,192,135,0.9600,7.60,15,28,1,0,0,not_applicable,1.20,2,0,0,1,1,2022-04-01,-29,43,21.39,13.93,7.46,58.70,70.31,67.16,0.00435,No Shortage,High,Adequate
9306,national_blood_centre,BB_0107,urban,VNRD_centralised,1,1,1,1,9,group_O_neg_emergency,red_cells,35,42,65.00,O_pos,2024,12,186,239,186,146,1.0000,1.70,3,27,1,0,0,not_applicable,0.50,1,0,0,1,1,2024-12-01,-53,30,16.13,14.52,1.61,61.09,78.49,78.49,0.00418,No Shortage,Moderate,Adequate
9307,national_blood_centre,BB_0038,urban,VNRD_centralised,1,1,1,1,10,whole_blood,red_cells,35,42,40.00,B_pos,2022,11,212,244,193,158,0.9200,2.40,5,25,1,1,1,demand_surge_obstetric,1.00,0,0,0,1,1,2022-11-01,-32,30,14.15,11.79,2.36,64.75,81.87,74.53,0.00410,Low,Moderate,Recovered
9308,national_blood_centre,BB_0129,urban,VNRD_centralised,1,1,1,1,10,packed_RBC,red_cells,35,42,55.00,A_pos,2024,10,209,249,161,106,0.8400,5.00,10,35,1,0,0,not_applicable,2.20,1,0,0,1,1,2024-10-01,-40,45,21.53,16.75,4.78,42.57,65.84,50.72,0.00402,No Shortage,High,Adequate
9309,national_blood_centre,BB_0128,rural,VNRD_centralised,1,1,1,1,12,fresh_frozen_plasma,plasma,-25,365,45.00,O_pos,2024,4,208,267,208,145,0.9000,5.40,11,23,1,0,0,not_applicable,0.50,0,0,0,1,1,2024-04-01,-59,34,16.35,11.06,5.29,54.31,69.71,69.71,0.00375,No Shortage,Moderate,Adequate
9310,national_blood_centre,BB_0076,peri_urban,VNRD_centralised,1,1,1,1,6,platelet_concentrate,platelets,22,5,60.00,O_pos,2021,6,210,255,210,152,0.9000,5.50,11,41,1,0,0,not_applicable,0.50,2,0,0,1,1,2021-06-01,-45,52,24.76,19.52,5.24,59.61,72.38,72.38,0.00392,No Shortage,High,Adequate
9311,national_blood_centre,BB_0108,urban,VNRD_centralised,1,1,1,1,11,cryoprecipitate,plasma_derived,-25,365,50.00,B_pos,2024,2,188,238,188,155,0.8600,0.50,0,19,1,0,0,not_applicable,0.50,0,0,0,1,1,2024-02-01,-50,19,10.11,10.11,0.00,65.13,82.45,82.45,0.00420,No Shortage,Low,Adequate
9312,national_blood_centre,BB_0137,peri_urban,VNRD_centralised,1,1,1,1,8,group_O_neg_emergency,red_cells,35,42,65.00,B_pos,2021,8,203,232,170,137,1.0000,5.30,10,26,1,1,3,cold_chain_break,0.50,0,0,1,1,1,2021-08-01,-29,36,17.73,12.81,4.93,59.05,80.59,67.49,0.00431,Moderate,Moderate,Recovered
9313,national_blood_centre,BB_0043,rural,VNRD_centralised,1,1,1,1,10,whole_blood,red_cells,35,42,40.00,O_neg,2024,12,193,249,193,125,0.9000,5.80,11,8,1,0,0,not_applicable,0.50,1,0,0,1,1,2024-12-01,-56,19,9.84,4.15,5.70,50.20,64.77,64.77,0.00402,No Shortage,Low,Adequate
9314,national_blood_centre,BB_0024,urban,VNRD_centralised,1,1,1,1,4,packed_RBC,red_cells,35,42,55.00,O_pos,2024,7,217,237,182,121,1.0000,6.40,13,19,1,0,0,not_applicable,0.50,0,0,0,1,1,2024-07-01,-20,32,14.75,8.76,5.99,51.05,66.48,55.76,0.00422,No Shortage,Moderate,Adequate
9315,national_blood_centre,BB_0071,rural,VNRD_centralised,1,1,1,1,10,fresh_frozen_plasma,plasma,-25,365,45.00,B_pos,2023,3,213,247,193,125,1.0000,6.10,12,23,1,0,0,not_applicable,2.80,0,0,0,1,1,2023-03-01,-34,35,16.43,10.80,5.63,50.61,64.77,58.69,0.00405,No Shortage,Moderate,Adequate
9316,national_blood_centre,BB_0087,urban,VNRD_centralised,1,1,1,1,8,platelet_concentrate,platelets,22,5,60.00,O_pos,2023,12,200,245,200,136,1.0000,0.50,1,15,1,1,3,power_outage_storage,0.50,1,0,9,1,1,2023-12-01,-45,16,8.00,7.50,0.50,55.51,68.00,68.00,0.00408,Moderate,Low,Recovered
9317,national_blood_centre,BB_0014,urban,VNRD_centralised,1,1,1,1,5,cryoprecipitate,plasma_derived,-25,365,50.00,O_pos,2024,3,188,250,188,128,0.9200,0.50,0,18,1,0,0,not_applicable,0.50,1,0,0,1,1,2024-03-01,-62,18,9.57,9.57,0.00,51.20,68.09,68.09,0.00400,No Shortage,Low,Adequate
9318,national_blood_centre,BB_0113,peri_urban,VNRD_centralised,1,1,1,1,8,group_O_neg_emergency,red_cells,35,42,65.00,O_pos,2022,11,183,272,183,123,0.9300,3.50,6,18,0,0,0,not_applicable,0.50,0,0,0,1,1,2022-11-01,-89,24,13.11,9.84,3.28,45.22,67.21,67.21,0.00000,No Shortage,Low,Low Stock
9319,national_blood_centre,BB_0113,peri_urban,VNRD_centralised,1,1,1,1,11,whole_blood,red_cells,35,42,40.00,B_pos,2021,12,204,264,190,128,0.8100,4.00,8,22,1,0,0,not_applicable,0.50,2,0,0,1,1,2021-12-01,-60,30,14.71,10.78,3.92,48.48,67.37,62.75,0.00379,No Shortage,Moderate,Adequate
9320,national_blood_centre,BB_0043,urban,VNRD_centralised,1,1,1,1,7,packed_RBC,red_cells,35,42,55.00,B_pos,2022,4,215,252,204,152,0.8900,5.90,12,34,0,1,1,transport_delay,0.50,0,0,0,1,1,2022-04-01,-37,46,21.40,15.81,5.58,60.32,74.51,70.70,0.00000,Low,High,Critical
9321,national_blood_centre,BB_0051,peri_urban,VNRD_centralised,1,1,1,1,14,fresh_frozen_plasma,plasma,-25,365,45.00,O_pos,2021,3,180,241,180,151,0.9300,13.60,24,31,1,1,3,insufficient_donors,0.70,0,0,11,1,1,2021-03-01,-61,55,30.56,17.22,13.33,62.66,83.89,83.89,0.00415,Moderate,High,Recovered
9322,national_blood_centre,BB_0072,urban,VNRD_centralised,1,1,1,1,11,platelet_concentrate,platelets,22,5,60.00,B_pos,2024,3,190,276,190,129,1.0000,3.80,7,21,1,0,0,not_applicable,0.50,1,0,0,1,1,2024-03-01,-86,28,14.74,11.05,3.68,46.74,67.89,67.89,0.00362,No Shortage,Moderate,Adequate
9323,national_blood_centre,BB_0043,rural,VNRD_centralised,1,1,1,1,9,cryoprecipitate,plasma_derived,-25,365,50.00,B_pos,2021,8,185,245,185,179,0.8500,6.20,11,17,1,1,14,demand_surge_trauma,0.50,1,1,4,1,1,2021-08-01,-60,28,15.14,9.19,5.95,73.06,96.76,96.76,0.00408,Critical,Moderate,Recovered
9324,national_blood_centre,BB_0050,urban,VNRD_centralised,1,1,1,1,13,group_O_neg_emergency,red_cells,35,42,65.00,A_pos,2022,10,173,240,173,133,0.9800,6.90,11,22,1,0,0,not_applicable,0.50,2,0,0,1,0,2022-10-01,-67,33,19.08,12.72,6.36,55.42,76.88,76.88,0.00417,No Shortage,High,Adequate
9325,national_blood_centre,BB_0148,peri_urban,VNRD_centralised,1,1,1,1,10,whole_blood,red_cells,35,42,40.00,B_pos,2022,12,165,278,165,137,0.8800,7.70,12,24,1,0,0,not_applicable,1.40,0,0,0,1,1,2022-12-01,-113,36,21.82,14.55,7.27,49.28,83.03,83.03,0.00360,No Shortage,High,Adequate
